CensusTract,Zipcode,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATractsVehicle_20,LAPOP05_10,LALOWI05_10,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
17031460700,60617,1,3314,1001,0,63,1.901025951,0,0,0,0,0,1,45.05158579,24236,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1705,1326,177,742,1779,4,8,18,763,1488,320,507
17031461000,60617,1,1496,737,0,92,6.14973262,0,0,0,0,0,1,30.90627421,44615,0,0,0,0,0,0,14.132276,10.72783145,14.132276,0.944670856,10.72783145,0.717101033,1.712679207,0.114483904,4.52197054,0.302270758,0,0,10.72969985,0.717225926,0,0,0,0,0.146767646,0.009810672,3.255808771,0.217634276,2.962273479,0.198012933,3.861812055,0.523990781,3.148384929,0.427189271,980,295,511,298,926,5,0,13,254,520,498,406
17031470100,60619,1,2916,1077,0,0,0,0,1,0,1,1,1,17.72260274,49259,0,1,0,1,0,1,2751.393547,1127.922609,2751.393547,94.3550599,1127.922609,38.68047355,745.0465226,25.55029227,491.2854932,16.84792501,20.00000004,0.685871058,2695.394627,92.43465801,0,0,0,0,1.999999955,0.068587104,33.9989224,1.165943841,19.99999995,0.685871054,405.6097575,37.66107312,349.6419373,32.46443243,955,796,513,20,2860,0,0,2,34,20,408,359
17031480100,60617,1,2033,899,0,0,0,0,0,0,0,1,0,6.934306569,79300,0,1,0,1,0,1,1342.522753,306.6857192,1342.522753,66.03653481,306.6857192,15.08537724,211.1155074,10.38443224,381.0482548,18.74315075,10.00000004,0.491883917,1306.509622,64.26510685,2.013128877,0.099022571,0,0,3.000000049,0.147565177,21.00000021,1.032956233,12.99999984,0.639449082,116.8562394,12.99846934,73.65146796,8.192599328,479,315,595,11,1977,9,0,5,31,19,145,112
17031480200,60617,1,1229,562,0,0,0,0,0,0,0,0,1,15.78947368,54167,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,239,271,6,1196,1,0,3,23,19,140,98
17031480300,60617,1,1468,571,0,4,0.272479564,0,1,0,1,1,1,24.66001813,56750,0,1,0,1,0,1,741.1591936,303.0619324,741.1591936,50.48768348,303.0619324,20.6445458,159.3882407,10.85750959,172.2767457,11.73547314,7.08390376,0.482554752,712.393302,48.52815409,0,0,0,0,0.205856651,0.014022933,21.47612968,1.462951613,16.32305153,1.111924491,113.3676142,19.85422316,64.32312133,11.26499498,450,346,302,10,1424,0,0,1,33,22,198,114
17031480400,60617,1,5876,2352,0,0,0,0,1,0,1,1,1,12.46418338,55087,0,1,0,1,0,1,2727.696711,835.9045439,2727.696711,46.42097874,835.9045439,14.22574105,459.4544497,7.819170348,850.9959342,14.48257206,15.73783725,0.267832492,2656.308952,45.20607475,2,0.03403676,0,0,1.592028886,0.027093752,52.05788658,0.885940888,31.35344523,0.533584841,172.1346613,7.318650567,259.112224,11.01667619,2259,1118,1526,58,5695,8,0,8,107,91,332,492
17031480500,60617,1,3206,1130,0,0,0,0,1,0,0,0,1,20.72838666,53333,0,1,0,1,0,0,669.2645039,293.2916722,669.2645039,20.87537442,293.2916722,9.14821186,132.2153527,4.123997276,154.2188179,4.810318712,33.1714766,1.03466864,612.4371993,19.10284465,0,0,0,0,2,0.062383032,21.65582824,0.675478111,49.23143945,1.535603227,60.22271283,5.329443614,68.5322105,6.064797389,1360,790,515,253,2693,8,0,7,245,418,293,310
17031490300,60619,1,2033,885,0,0,0,0,1,0,1,1,1,18.88888889,66389,0,1,0,1,0,1,2031.359117,746.3586972,2031.359117,99.91928762,746.3586972,36.71218383,412.6738625,20.29876352,437.663671,21.52797201,8.98980818,0.442194205,1990.440659,97.90657445,1,0.049188392,0,0,0.989808112,0.048687069,29.93884885,1.47264382,10.95923253,0.539067021,147.8257019,16.70346914,188.4700113,21.29604648,859,413,438,9,1992,1,0,1,30,11,140,188
17031490400,60619,1,1059,412,0,0,0,0,1,0,0,0,1,5.562742561,64236,0,1,0,1,0,0,1058.999983,212.3479912,1058.999983,99.99999842,212.3479912,20.0517461,257.9999953,24.36260579,200.9999968,18.98016967,3.999999762,0.377714803,1051.999988,99.33899791,0,0,0,0,1.999999926,0.188857406,0.999999911,0.094428698,1.99999994,0.188857407,81.91097782,19.8813053,63.5726995,15.43026687,155,258,201,4,1052,0,0,2,1,2,67,52
17031490500,60619,1,2242,767,0,291,12.9794826,0,0,0,0,0,0,19.58650707,68400,0,1,0,1,0,0,1860.177292,619.1290083,1860.177292,82.96954914,619.1290083,27.61503159,315.9417447,14.09196006,314.3845408,14.02250405,29.09160008,1.297573598,1783.042349,79.52909675,4.04181266,0.180277103,4.233929753,0.188846109,3.000000022,0.1338091,36.76761332,1.63994707,13.46785948,0.600707381,77.46164783,10.09930219,202.1300457,26.35333061,620,371,400,37,2142,7,5,3,48,22,89,234
17031490600,60628,1,1562,574,0,4,0.256081946,1,1,1,0,0,1,16.28838451,43782,1,1,1,1,1,0,1561.99999,746.5901183,1561.99999,99.99999934,746.5901183,47.79706263,366.9999987,23.49551848,322.9999993,20.67861711,2.000000015,0.128040974,1518.999989,97.24711838,2,0.128040973,0,0,5,0.320102433,33.99999975,2.176696527,21.99999982,1.408450693,80.5251801,14.02877702,221.960431,38.66906464,716,367,323,2,1519,2,0,5,34,22,78,215
17031490700,60628,1,3085,980,0,0,0,0,1,0,1,1,1,22.27941176,54706,0,1,0,1,0,1,2812.897368,1275.939824,2812.897368,91.17981744,1275.939824,41.35947565,697.8672673,22.62130526,520.6251194,16.87601684,5.000000031,0.162074555,2767.796346,89.71787185,0,0,0,0,6.000000187,0.194489471,34.10102432,1.105381664,23.01489399,0.746025737,179.2409124,18.28988902,323.920618,33.05312429,1234,780,560,6,3036,0,0,6,37,26,181,323
17031490800,60628,1,4007,1488,0,0,0,0,0,0,0,0,1,26.16618076,46923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1653,944,741,30,3908,2,1,6,60,40,232,430
17031490901,60628,1,3891,1535,0,95,2.44153174,0,1,0,1,1,1,24.17999458,44890,0,1,0,1,0,1,3890.999992,1793.023405,3890.999992,99.99999978,1793.023405,46.08130058,965.9999996,24.82652273,551.9999994,14.18658441,20.99999994,0.539707015,3805.999991,97.81547137,1.99999999,0.051400668,0,0,5.000000022,0.128501671,57,1.464919044,33.99999992,0.873811358,460.1564588,29.97761947,584.5526136,38.08160349,1693,966,552,21,3806,2,0,5,57,34,415,532
17031490902,60628,1,5086,1910,0,0,0,0,1,0,1,1,1,15.33869116,53984,0,1,0,1,0,1,1852.013783,692.3128878,1852.013783,36.41395563,692.3128878,13.61212913,475.3949052,9.34712751,275.2009202,5.410950063,3.622717123,0.0712292,1831.148406,36.0037044,0.713160694,0.014022035,0,0,1.451093912,0.028531143,15.07840725,0.29646888,17.30430454,0.340234065,215.4606,11.28065969,216.8021972,11.35090038,1463,1237,960,14,5029,2,0,8,33,38,533,580
17031491000,60628,1,5247,1545,0,4,0.076234038,0,1,0,1,1,1,48.58770472,35598,0,1,0,1,0,1,4742.702942,3512.538804,4742.702942,90.38884967,3512.538804,66.9437546,1507.631068,28.73320122,576.2053905,10.98161598,17.80782098,0.339390527,4637.64984,88.38669411,0,0,0,0,25.78864805,0.491493197,61.4566172,1.17127153,49.25425849,0.938712759,582.0269511,37.67164732,861.353867,55.75105935,3108,1670,629,19,5134,0,0,26,68,51,476,687
17031491100,60628,1,4514,1504,0,233,5.161719096,0,0,0,0,0,0,18.20749872,69250,0,1,0,1,0,0,892.949551,536.9660449,892.949551,19.78178004,536.9660449,11.89557033,260.4689665,5.770247376,157.5359757,3.489941864,6.352803916,0.140735576,871.7424272,19.31197225,0.00124271,2.75E-05,0,0,1,0.022153301,13.85307406,0.306891317,15.86622659,0.351489291,49.24090126,3.273996095,64.5759291,4.293612307,1348,957,1129,35,4417,8,1,4,49,43,282,312
17031491200,60628,1,2444,755,0,0,0,0,0,0,0,0,1,26.78741659,53750,0,0,0,0,0,0,106.5183305,75.28456914,106.5183305,4.358360493,75.28456914,3.080383353,41.66473496,1.70477639,7.016566157,0.287093542,0,0,105.3720673,4.311459383,0,0,0,0,0.966426909,0.039542836,0.179836169,0.007358272,0,0,6.286270499,0.832618609,7.276518315,0.96377726,950,623,426,20,2385,0,0,2,37,36,92,220
17031491300,60628,1,2886,797,0,80,2.772002772,0,1,0,1,1,1,48.75239923,32667,0,1,0,1,0,1,2880.369153,2040.926193,2880.369153,99.80489096,2040.926193,70.71816332,884.8461532,30.65994987,314.9153498,10.91182778,23,0.796950797,2800.369152,97.03288815,1.999999821,0.069300063,0,0,7.999999911,0.277200274,46.99999968,1.628551618,38.9999999,1.351351348,253.9310072,31.8608541,393.4498341,49.36635309,1806,886,316,23,2806,2,0,8,47,39,210,311
17031491400,60628,1,2931,1085,0,27,0.921187308,1,1,1,1,1,1,34.7273241,33304,1,1,1,1,1,1,2931.000014,2019.416105,2931.000014,100.0000005,2019.416105,68.89853652,851.0000001,29.03445923,279.0000019,9.518935581,16.0000001,0.545888779,2863,97.67997271,0,0,1,0.034118048,7.000000134,0.238826344,44.00000105,1.501194168,40.00000039,1.364721951,411.7671231,37.95088693,590.5088571,54.42477946,2536,851,279,16,2863,0,1,7,44,40,429,615
17031500100,60619,1,3644,1423,0,0,0,0,1,0,1,1,1,10.72319202,66324,0,1,0,1,0,1,3527.286396,1068.23041,3527.286396,96.79710199,1068.23041,29.31477525,812.3100686,22.29171429,688.6056906,18.89697285,23.99999996,0.658616903,3456.183542,94.84587108,0,0,0,0,0,0,47.10286434,1.292614279,35.99999999,0.987925356,240.6919614,16.91440347,199.6761953,14.0320587,896,838,709,24,3572,0,0,0,48,36,273,224
17031500200,60628,1,2015,737,0,0,0,0,1,0,1,1,1,37.16771387,30724,0,1,0,1,0,1,1418.157875,879.6987812,1418.157875,70.3800434,879.6987812,43.65750775,445.2442562,22.09648914,139.2111372,6.908741298,12.47717965,0.619214871,1372.094147,68.09400232,2,0.099255583,0,0,3.512379639,0.174311645,28.07416335,1.393258727,24.02738309,1.19242596,148.5622665,20.15770237,310.649885,42.15059498,1267,670,171,19,1944,2,0,4,46,38,218,477
17031500300,60628,1,1666,780,0,0,0,0,1,0,1,1,1,25.32159783,44737,0,1,0,1,0,1,854.25924,385.9884235,854.25924,51.27606483,385.9884235,23.16857284,188.4432309,11.3111183,100.4271426,6.028039774,387.1018168,23.23540317,310.378367,18.63015408,1,0.06002401,0,0,5.486682703,0.329332695,150.2923736,9.021150875,284.2528628,17.06199657,101.7558624,13.04562339,69.68230314,8.933628607,689,360,176,743,651,5,0,12,255,497,179,129
17031510100,60617,1,3530,1068,0,59,1.671388102,0,1,0,1,1,1,23.62690933,43482,0,1,0,1,0,1,3482.769482,1838.880187,3482.769482,98.66202498,1838.880187,52.09292313,1076.151939,30.48589061,410.954716,11.64177666,1696.835282,48.06898816,270.3770564,7.659406696,12,0.339943343,1,0.028328612,58.67828003,1.662274222,1443.87886,40.90308386,2809.525207,79.58994921,206.1205397,19.299676,340.1939779,31.85336872,1657,1091,418,1719,273,12,1,59,1466,2848,204,328
17031510200,60617,1,2986,1053,0,0,0,0,1,0,0,0,1,31.82782661,51250,0,1,0,1,0,0,1685.06844,766.5557266,1685.06844,56.43229874,766.5557266,25.67165863,414.0702935,13.86705604,272.6534473,9.131059856,155.2609881,5.199631215,1381.617065,46.26982802,2.000000015,0.066979237,0,0,8.073114982,0.270365539,138.1172766,4.625494864,234.7712168,7.862398419,17.59094663,1.670555235,96.7269451,9.185844739,1552,756,463,425,2219,2,0,13,327,575,67,185
17031510300,60617,1,5360,1979,0,16,0.298507463,0,1,0,0,0,1,22.66798419,37237,0,1,0,1,0,0,2392.945774,1341.899994,2392.945774,44.6445107,1341.899994,25.03544764,612.949022,11.43561608,377.9004421,7.050381382,22.55483687,0.420799195,2312.977923,43.15257318,1.457309127,0.027188603,0,0,3.091623127,0.057679536,52.86406346,0.986269841,39.91828148,0.744744058,97.13877709,4.908477872,307.4681021,15.53653876,3150,1362,883,35,5218,3,0,4,100,55,347,731
17031520100,60617,1,2075,575,0,2,0.096385542,0,1,0,0,0,1,13.64640884,46620,0,1,0,1,0,0,1410.039515,839.7914932,1410.039515,67.95371156,839.7914932,40.47187919,495.7963463,23.89379982,93.70409531,4.515860015,595.1069008,28.67985064,92.26446484,4.446480233,0,0,4,0.192771084,8.349032462,0.40236301,710.3191212,34.23224681,1186.849358,57.19755941,54.84831257,9.538836969,144.3801173,25.10958561,1078,708,154,933,131,0,4,22,985,1741,68,179
17031520200,60617,1,3817,1103,0,2,0.052397171,0,1,0,1,1,1,25.04387064,41282,0,1,0,1,0,1,1943.36784,1342.111601,1943.36784,50.91348808,1342.111601,35.16142524,661.5973729,17.33291519,137.9268465,3.613488251,666.195316,17.4533748,257.7071036,6.751561531,6.000000009,0.157191512,0,0,42.99999966,1.126539158,970.4654197,25.42482105,1550.697292,40.62607523,195.7887343,17.75056522,239.6721805,21.72911882,2528,1308,264,1468,406,12,0,70,1861,3122,305,447
17031520300,60617,1,6215,1737,0,0,0,0,0,0,0,0,1,27.73685112,47563,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2726,2035,511,3279,142,12,0,53,2729,5302,198,468
17031520400,60617,1,4090,1265,0,0,0,0,0,0,0,0,1,16.28006873,53989,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2071,1210,451,2195,88,9,0,40,1758,3309,130,306
17031520500,60617,1,4301,1479,0,0,0,0,1,0,0,0,1,11.41123508,66667,0,1,0,1,0,0,849.1787151,377.5892187,849.1787151,19.74375064,377.5892187,8.779102969,238.4867449,5.544913856,100.3232895,2.3325573,549.7777024,12.78255528,21.3086766,0.495435401,5.540529087,0.128819556,0,0,6.362156272,0.147922722,266.1896521,6.18901772,503.7031719,11.7113037,40.44376684,2.734534607,34.55142819,2.336134428,1775,1084,589,2905,73,28,0,28,1267,2729,98,181
17031520600,60617,1,2544,789,0,0,0,0,1,0,0,0,1,16.6251335,52147,0,1,0,1,0,0,1493.194726,810.1205959,1493.194726,58.69476126,810.1205959,31.84436305,443.7665311,17.44365295,197.2247705,7.752546012,972.0073493,38.20783606,48.56599188,1.909040561,8.718149543,0.342694558,0,0,16.61362952,0.653051475,447.2896112,17.5821388,1112.945744,43.74786728,50.04769683,6.34318084,58.10134877,7.363922531,1524,753,350,1668,71,17,1,33,754,1873,87,101
17031530100,60628,1,2371,714,0,3,0.126528891,1,1,1,1,1,1,26.6367713,46500,1,1,1,1,1,1,2370.999991,1340.696863,2370.999991,99.99999962,1340.696863,56.54562898,731.9999991,30.87304931,259.9999983,10.96583713,457.0000021,19.27456778,1176.999986,49.6415009,2.99999997,0.12652889,2,0.084352594,8.00000003,0.337410377,724.0000008,30.535639,1136.000009,47.91227367,212.3097041,29.73525267,328.3082974,45.98155426,1280,732,260,457,1177,3,2,8,724,1136,245,349
17031530200,60628,1,5152,1505,0,6,0.116459627,0,1,0,1,1,1,32.40409207,51188,0,1,0,1,0,1,1384.162514,711.4318535,1384.162514,26.86650843,711.4318535,13.80884809,425.7882802,8.264524072,158.8343434,3.08296474,5.23071357,0.101527826,1330.393745,25.82285995,0,0,0,0,11.99999995,0.232919254,36.5380558,0.709201394,19.30055121,0.3746225,123.101427,8.179496808,162.0327638,10.7662966,2067,1597,612,20,5018,0,1,22,91,67,342,503
17031530300,60628,1,4273,1469,0,0,0,0,0,0,0,0,1,21.89189189,52166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750,1081,795,25,4179,1,0,11,57,58,163,385
17031530400,60628,1,2223,729,0,0,0,0,1,0,1,1,1,23.47783731,60625,0,1,0,1,0,1,1787.616852,837.2085051,1787.616852,80.41461322,837.2085051,37.66120131,517.4656783,23.27780829,198.2364718,8.917520097,19.03336313,0.85620167,1737.736057,78.17076278,1.00000003,0.044984257,0,0,3.905825913,0.175700671,25.94161218,1.166964111,10.56383769,0.475206374,134.5355237,18.45480435,167.6423195,22.99620294,870,619,255,24,2117,2,0,4,76,60,150,213
17031530501,60628,1,5402,1611,0,70,1.295816364,0,1,0,0,0,1,20.00430663,54491,0,1,0,1,0,0,2740.671974,909.198685,2740.671974,50.73439419,909.198685,16.83077906,765.0013514,14.16144671,360.5563485,6.674497381,13.96158605,0.258452167,2665.962466,49.351397,1.990421176,0.036846005,0,0,7,0.129581636,51.75750529,0.958117462,41.74959924,0.772854484,94.99944748,5.896924114,273.5346657,16.97918471,1820,1629,636,26,5257,3,0,17,99,70,221,510
17031530502,60628,1,1667,547,0,0,0,1,1,1,0,0,1,21.71391753,45000,1,1,1,1,1,0,1667.000017,804.499366,1667.000017,100.000001,804.499366,48.2603099,435.0000043,26.0947813,250.0000039,14.99700083,5.000000127,0.29994002,1636.000013,98.14037273,1.000000058,0.059988006,0,0,2.00000006,0.119976008,23.00000018,1.379724066,19.00000014,1.139772054,82.36679613,15.0579152,209.0849433,38.22393845,749,435,250,5,1636,1,0,2,23,19,78,198
17031530503,60628,1,5345,1784,0,0,0,1,1,1,1,1,1,28.76551493,45952,1,1,1,1,1,1,5345.000001,2567.591893,5345.000001,100,2567.591893,48.03726647,1419.000004,26.54817594,760.9999992,14.23760522,25.00000004,0.467726848,5230.999997,97.86716553,3.999999968,0.074836295,0,0,3.999999888,0.074836294,81.00000064,1.515434998,57.00000049,1.066417221,273.9090446,15.353646,616.1237092,34.53608236,2852,1419,761,25,5231,4,0,4,81,57,267,603
17031530600,60628,1,3207,1128,0,2,0.06236358,1,1,1,1,1,1,28.79758764,40093,1,1,1,1,1,1,3207.000009,2092.762916,3207.000009,100.0000003,2092.762916,65.25609343,899.0000085,28.03242933,385.0000004,12.0049891,30.00000012,0.935453699,3117.000011,97.19363925,1,0.03118179,0,0,1,0.03118179,58,1.80854381,41.99999991,1.30963517,249.4115627,22.11095414,509.381058,45.15789522,1719,899,385,30,3117,1,0,1,58,42,213,429
17031540101,,1,3373,1044,0,48,1.42306552,1,1,1,1,1,1,52.92231813,19881,1,1,1,1,1,1,3373.000014,2803.447049,3373.000014,100.0000004,2803.447049,83.11435071,1567.000004,46.45715993,121.9999999,3.616958196,59.00000081,1.749184726,3199.999999,94.87103467,2,0.059294397,0,0,4,0.118588793,108.0000005,3.201897435,112.0000006,3.32048623,575.0008622,55.07671094,636.9556895,61.01108137,3434,1567,122,59,3200,2,0,4,108,112,777,881
17031540102,60628,1,3109,1055,0,0,0,1,1,1,1,1,1,64.1509434,17122,1,1,1,1,1,1,3109.00003,2725.781983,3109.00003,100.000001,2725.781983,87.6739139,1149.000018,36.95722156,266.0000027,8.555805812,4.000000166,0.128658738,3076.000032,98.93856649,0,0,0,0,3.000000119,0.096494053,26.0000008,0.836281788,20.00000028,0.643293672,568.2836071,53.86574474,654.175647,62.00717033,2794,1149,266,4,3076,0,0,3,26,20,606,692
17031550100,60617,1,6628,2484,0,11,0.165962583,0,1,0,0,0,1,25.30873847,66318,0,1,0,1,0,0,1844.455395,633.5281361,1844.455395,27.82823469,633.5281361,9.558360533,387.8347333,5.851459464,343.6175446,5.184332297,1323.774055,19.97245104,89.58570658,1.351625024,8.636147608,0.130297942,0,0,23.0696156,0.348062999,399.3898768,6.025797779,794.3660808,11.98500424,61.02286509,2.456637081,152.8649023,6.153981574,2464,1719,905,4576,329,47,2,73,1601,3362,293,465
17031550200,60633,1,2798,1053,0,0,0,0,0,0,0,0,0,5.465884079,95953,0,1,0,1,0,0,1066.465746,222.6685176,1066.465746,38.11528756,222.6685176,7.958131437,276.3234289,9.875747995,199.6099784,7.13402353,791.0290013,28.27122949,34.16033943,1.220884183,3.56491489,0.127409396,0,0,1.068390727,0.038184086,236.6430983,8.457580354,525.8345923,18.7932306,25.37715595,2.40998632,22.59008111,2.145306848,837,660,517,2116,84,16,0,13,569,1309,113,65
17031560100,60632,1,1473,336,0,224,15.20706042,0,0,0,0,0,0,8.955223881,71328,0,1,0,1,0,0,1354.826698,407.6187186,1354.826698,91.97737259,407.6187186,27.67268965,313.3196019,21.27084873,266.204326,18.07225567,691.6321135,46.95397919,256.8734138,17.43879252,68.98252034,4.683131048,2,0.135777325,2.287400305,0.155288548,333.051257,22.61040441,846.6004783,57.47457422,26.37370724,7.849317632,50.11004416,14.91370362,383,344,275,761,261,72,2,4,373,940,30,57
17031560200,60632,1,1721,506,0,0,0,1,1,1,1,1,1,19.28657799,58508,1,1,1,1,1,1,1721.000002,665.8789771,1721.000002,100.0000001,665.8789771,38.69139902,426.0000001,24.75305056,355.0000003,20.62754215,130.0000004,7.553747843,1500.000003,87.15862889,0,0,0,0,1,0.058105752,90.00000026,5.229517737,214.0000003,12.43463104,103.3003734,20.41509357,116.5185191,23.02737531,664,426,355,130,1500,0,0,1,90,214,134,143
17031560300,60638,1,3187,918,0,0,0,0,1,0,0,0,1,13.22393822,54507,0,1,0,1,0,0,3062.167614,1153.738889,3062.167614,96.08307542,1153.738889,36.20140849,845.4537345,26.52820002,374.1849984,11.74097893,2028.363315,63.64491103,147.9999997,4.643865695,73.65278571,2.311038146,0,0,14.61048359,0.458440025,797.5410313,25.02482056,1901.759985,59.67241872,96.5118992,10.51327878,166.6790645,18.15676084,1139,875,392,2120,148,76,0,17,826,1966,102,180
17031560400,60632,1,1516,415,0,0,0,0,1,0,0,0,1,12.87066246,51750,0,1,0,1,0,0,626.8213475,244.0055341,626.8213475,41.34705458,244.0055341,16.09535185,161.198807,10.63316669,66.75540454,4.403390801,407.4669855,26.87776949,18.54540288,1.223311536,14.48727566,0.955625044,0,0,14,0.92348285,172.3216894,11.36686605,452.692261,29.86096708,14.91749503,3.594577115,16.33820894,3.936917816,617,396,179,978,30,47,1,31,429,1053,42,46
17031560700,60638,1,3484,1190,0,4,0.114810563,0,0,0,0,0,0,12.2437972,72833,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1387,897,412,2657,41,36,0,23,727,1753,190,150
17031560800,60638,1,5411,2067,0,1,0.018480872,0,0,0,0,0,0,6.591913014,73869,0,1,0,1,0,0,1067.04513,276.794679,1067.04513,19.71992479,276.794679,5.115407116,248.786734,4.59779586,148.2391915,2.739589567,922.6537385,17.05144592,2.536378518,0.046874487,5.000000026,0.092404362,0,0,0.99999997,0.018480872,135.8550138,2.510719162,296.332164,5.47647688,11.81020781,0.571369512,24.28730953,1.17500288,1587,1233,792,4456,14,41,0,29,871,1898,120,134
17031560900,60638,1,5093,1889,0,5,0.098173964,0,0,0,0,0,0,1.497846845,107893,0,1,0,1,0,0,2496.774109,219.1620185,2496.774109,49.02364242,219.1620185,4.303200834,553.2894758,10.86372424,393.4237716,7.724794258,2175.710968,42.71963417,6.009803891,0.118001254,15.32052986,0.30081543,0,0,10.00000028,0.196347934,289.7328042,5.688843593,693.9692129,13.62594174,63.97190682,3.386548799,23.47340667,1.242636669,776,1139,838,4484,19,23,0,16,551,1387,101,48
17031561000,60638,1,5161,2013,0,0,0,0,0,0,0,1,0,2.563675712,127917,0,1,0,1,0,1,2920.512959,379.5897123,2920.512959,56.58812165,379.5897123,7.354964392,618.0830279,11.97603232,522.9887589,10.13347721,2591.784047,50.2186407,20.69607078,0.401008928,14.67076864,0.284262132,0,0,20.50586271,0.39732344,272.8562203,5.286886655,732.7763468,14.19834038,114.6092619,5.693455633,54.45499348,2.705166094,654,1113,909,4563,34,29,0,41,494,1273,157,99
17031561100,60638,1,5407,1919,0,0,0,0,0,0,0,0,0,4.343874955,100189,0,1,0,1,0,0,2602.180036,526.6466095,2602.180036,48.12613346,526.6466095,9.740088949,580.1861233,10.73027785,410.7318583,7.596298471,2171.433923,40.15968047,1.257237461,0.023252034,17.60522681,0.325600644,0,0,3,0.055483632,408.8836416,7.562116545,927.2187662,17.14848837,67.15584653,3.499523008,101.9969693,5.31511044,1112,1229,891,4458,21,32,0,11,885,1958,137,206
17031570100,60632,1,1257,386,0,0,0,0,0,0,0,0,1,15.43832428,58750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,344,104,700,22,23,0,13,499,916,33,59
17031570200,60632,1,1943,560,0,1,0.051466804,0,0,0,0,0,1,22.70973963,72973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,576,233,1174,16,55,0,29,669,1459,87,94
17031570300,60632,1,6116,1675,0,6,0.098103336,0,0,0,0,0,1,20.1938326,50188,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2722,1917,489,3214,55,28,0,35,2784,4835,275,399
17031570400,60632,1,1615,512,0,3,0.185758514,0,0,0,0,0,1,8.753623188,55625,0,0,0,0,0,0,40.89813974,14.78455435,40.89813974,2.532392554,14.78455435,0.915452282,9.713964678,0.601483881,4.913306212,0.304229487,30.71350256,1.901764865,0.325630724,0.020162893,0.270079469,0.016723187,0.162815362,0.010081447,0.405119196,0.02508478,9.020991765,0.558575341,29.43072098,1.822335664,2.846086779,0.555876324,1.777400507,0.347148536,687,467,128,838,39,26,1,23,688,1225,95,60
17031570500,60632,1,2462,711,0,0,0,0,0,0,0,0,1,13.84279476,47838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085,693,234,1474,43,13,0,26,906,1747,114,72
17031580100,60608,1,2989,836,0,0,0,0,1,0,0,0,1,18.41914431,42263,0,1,0,1,0,0,811.2093985,555.0676396,811.2093985,27.13982598,555.0676396,18.57034592,251.2741176,8.406628223,57.25864607,1.915645569,440.4686878,14.73632278,10.94030452,0.366018887,67.10238644,2.2449778,0,0,3.036430992,0.101586852,289.6615913,9.69091975,679.9442586,22.74821875,31.96906723,3.824051104,46.15620235,5.521076836,1536,916,232,1479,66,414,1,9,1020,2229,111,165
17031580200,60608,1,3515,911,0,0,0,0,1,0,0,0,1,25.71353066,43917,0,1,0,1,0,0,551.3534744,294.6663425,551.3534744,15.68573185,294.6663425,8.38311074,178.6462705,5.082397454,24.03469462,0.683775096,212.4236101,6.043345949,5.118843332,0.145628544,19.24485595,0.54750657,0,0,3,0.085348506,311.5661734,8.863902516,484.652564,13.78812416,5.885717282,0.64607215,39.41077679,4.326100636,2603,1169,190,1525,64,275,0,30,1621,2900,109,292
17031580300,60632,1,2426,638,0,0,0,0,0,0,0,0,1,10.09784736,50208,0,0,0,0,0,0,2.512017369,1.267315209,2.512017369,0.103545646,1.267315209,0.052238879,0.813018084,0.033512699,0.187619552,0.0077337,1.407146633,0.058002747,0,0,0.072963163,0.00300755,0,0,0.041693235,0.0017186,0.990214348,0.04081675,2.126355052,0.087648601,0.098136716,0.01538193,0.194310702,0.030456223,1289,774,153,1062,27,204,0,19,1114,2095,100,198
